Sample,Noisy_STOI,Enhanced_STOI,STOI_Improvement
Sample_064,0.4875481520983049,0.7360530833006494,0.24850493120234457
Sample_065,0.4213204915048431,0.7420456393904263,0.32072514788558326
Sample_066,0.5180689060390737,0.829913062999296,0.3118441569602223
Sample_067,0.5285915069834346,0.8419549389146747,0.31336343193124006
Sample_068,0.5523523799802912,0.6426206871342721,0.09026830715398093
Sample_069,0.6619212427894071,0.7895243381385642,0.12760309534915704
Sample_070,0.7160250779813301,0.6361711141100057,-0.07985396387132437
Sample_071,0.7101831939520662,0.7422101241399105,0.032026930187844305
Sample_072,0.5836852781247747,0.5403442998862061,-0.04334097823856853
Sample_073,0.5057163933098561,0.6682015174309524,0.16248512412109628
Sample_074,0.42591735319669805,0.7064264330109871,0.280509079814289
Sample_075,0.4565307431411283,0.8391053413834562,0.38257459824232787
Sample_076,0.40991888581392305,0.8270593501222364,0.41714046430831336
Sample_077,0.3506758879545537,0.6378071277218103,0.2871312397672566
Sample_078,0.4447775139556821,0.7886861269505094,0.34390861299482733
Sample_079,0.4557611009100952,0.8312632703264408,0.37550216941634557
Sample_080,0.3771033650815723,0.644078257434211,0.2669748923526387
Sample_081,0.7300147513296008,0.8367472118801895,0.10673246055058871
Sample_082,0.6596515355632511,0.8344408465773522,0.1747893110141011
Sample_083,0.8088108390700536,0.8619129898351283,0.05310215076507474
Sample_084,0.5987388766178305,0.7993158002937003,0.20057692367586977
Sample_085,0.5112449524614324,0.7872153508759819,0.2759703984145495
Sample_086,0.38934801790797763,0.5523850973192829,0.16303707941130524
Sample_087,0.48325412903298054,0.6762006848475983,0.19294655581461778
Sample_088,0.4102746356814067,0.5484749380465348,0.1382003023651281
Sample_089,0.430725461693057,0.5911334018366241,0.16040794014356713
Sample_090,0.4667434671921402,0.7060893614074056,0.23934589421526542
Sample_091,0.40553057665053605,0.7024278977410283,0.29689732109049227
Sample_092,0.4846561935354762,0.6387883201383818,0.15413212660290565
Sample_093,0.4820144263466301,0.83482742678122,0.3528130004345899
Sample_094,0.456417048223097,0.7366540948556428,0.28023704663254584
Sample_095,0.4283860277632978,0.675384416703338,0.24699838894004023
Sample_096,0.7036707762048307,0.7246251296054633,0.020954353400632675
Sample_097,0.47535908204833255,0.6286802175249367,0.1533211354766042
Sample_098,0.5276248769510619,0.5934758609607284,0.06585098400966649
Sample_099,0.40303559740203554,0.6300332670718798,0.22699766966984425
Sample_100,0.39284425501377435,0.5665948977985701,0.17375064278479574
Sample_101,0.5066459801560541,0.6865615796075016,0.17991559945144753
Sample_102,0.5128859379606756,0.670963643848902,0.15807770588822634
Sample_103,0.5054290334413298,0.6744478671806564,0.16901883373932658
Sample_104,0.5244288239116854,0.6628167208266412,0.1383878969149558
Sample_105,0.5249741027781194,0.6511440337234239,0.1261699309453045
Sample_106,0.5635890964992685,0.45428047125670606,-0.10930862524256241
Sample_107,0.34316457106762543,0.4219292091688651,0.07876463810123968
Sample_108,0.4974963536110652,0.4665808657450783,-0.030915487865986913
Sample_109,0.5014734581721892,0.4676016898951934,-0.03387176827699584
Sample_110,0.5171972461353913,0.645497086305529,0.12829984017013774
Sample_111,0.3994994590527662,0.5783094449794145,0.17880998592664832
Sample_112,0.5125295273610359,0.6595899378325536,0.14706041047151774
Sample_113,0.582835721746424,0.6592956371095184,0.07645991536309449
Sample_114,0.48429721943887893,0.6007396713477376,0.11644245190885871
Sample_115,0.44475049176850634,0.47857010059665256,0.03381960882814622
Sample_116,0.6494155811558141,0.5776955203168377,-0.07172006083897642
Sample_117,0.6996751710490776,0.6146380046770618,-0.08503716637201586
Sample_118,0.3621222567170096,0.6655066703504982,0.30338441363348856
Sample_119,0.44283329842769303,0.6926053347316279,0.24977203630393485
Sample_120,0.439818606852659,0.6648493501412006,0.2250307432885416
Sample_121,0.4393622617471949,0.686082614971178,0.24672035322398306
Sample_122,0.6298104659185865,0.7077009777610076,0.07789051184242113
Sample_123,0.488554913417223,0.6783149050834727,0.18975999166624968
Sample_124,0.4538824405156235,0.6348318664421183,0.18094942592649482
Sample_125,0.32168331435767655,0.5195557000615617,0.19787238570388516
Sample_126,0.553372523021614,0.7113442564363198,0.15797173341470583
Sample_127,0.3884804589074118,0.6050520929101033,0.21657163400269153
Sample_128,0.5436670831625612,0.7949202412602632,0.251253158097702
Sample_129,0.421525373981888,0.6623801920751492,0.2408548180932612
Sample_130,0.4586677069135846,0.7863794650720348,0.3277117581584502
Sample_131,0.336541927651912,0.6297123227311334,0.29317039507922144
Sample_132,0.3808749334753101,0.7769448050236112,0.3960698715483011
Sample_133,0.4368483886613636,0.608133920660186,0.1712855319988224
Sample_134,0.43332988133982747,0.6647838734986211,0.23145399215879364
Sample_135,0.37061625479990856,0.6122084741539848,0.24159221935407627
Sample_136,0.4250274262549429,0.6519401355626391,0.2269127093076962
Sample_137,0.39678966295319107,0.6428654779601745,0.2460758150069834
Sample_138,0.41661293685232553,0.6389924146806826,0.22237947782835704
Sample_139,0.46217142239354314,0.6809403463489685,0.21876892395542535
Sample_140,0.38653825615600046,0.5927896867663175,0.20625143061031703
Sample_141,0.6341035424392535,0.7555647108877005,0.12146116844844701
Sample_142,0.9999973067551621,0.9187535954235958,-0.08124371133156627
Sample_143,0.37779317499264636,0.5957447967846091,0.21795162179196276
Sample_144,0.44682823890814527,0.666316962981737,0.21948872407359177
Sample_145,0.522302606296484,0.5898852169411983,0.06758261064471438
Sample_146,0.43852552148388746,0.7665365656070793,0.3280110441231918
Sample_147,0.3624967880729307,0.6801376125164755,0.31764082444354486
Sample_148,0.38762848821488166,0.666339428132984,0.2787109399181023
Sample_149,0.4374402763076993,0.7833240205881491,0.34588374428044977
Sample_150,0.6283878882822761,0.7432196563728176,0.11483176809054152
Sample_151,0.5874743519890456,0.6837180517374127,0.0962436997483671
Sample_152,0.6182408942639855,0.7614369134677537,0.14319601920376812
Sample_153,0.45191450903259656,0.6885005422541364,0.23658603322153982
Sample_154,0.5204731344008784,0.7270091651107772,0.2065360307098988
Sample_155,0.3860901598444642,0.5606563243332586,0.17456616448879442
Sample_156,0.4992967869929942,0.6292663450675429,0.12996955807454869
Sample_157,0.6252606236019661,0.7195556871498489,0.09429506354788275
Sample_158,0.6024420492089139,0.7531818058699755,0.15073975666106165
Sample_159,0.4278576777502759,0.6590860930528958,0.2312284153026199
Sample_160,0.4498416909715415,0.6939566080753308,0.2441149171037893
Sample_161,0.5164097037392303,0.7433893319602404,0.22697962822101003
Sample_162,0.5459048718193709,0.7384601795004453,0.19255530768107443
Sample_163,0.5224349748905259,0.6551787673027688,0.13274379241224288
Sample_164,0.4870226292705209,0.49134428145445175,0.004321652183930824
Sample_165,0.5408083833818257,0.6275440082077454,0.08673562482591968
Sample_166,0.3784822700972954,0.6431018504187953,0.2646195803214999
Sample_167,0.5020493569274578,0.5442609054667562,0.04221154853929843
Sample_168,0.7780758309704686,0.7859402091758902,0.00786437820542163
Sample_169,0.6428546476006879,0.5663950948292128,-0.07645955277147509
Sample_170,0.586714572919256,0.6232110361461182,0.036496463226862175
Sample_171,0.44415755382684,0.5593119006059128,0.11515434677907282
Sample_172,0.49814322540962996,0.5652605289401651,0.06711730353053513
Sample_173,0.46260603207625167,0.6128633870887961,0.1502573550125444
Sample_174,0.42074082920212047,0.6631970433932769,0.24245621419115643
Sample_175,0.38754001250788656,0.6530681328784246,0.265528120370538
Sample_176,0.672434359707602,0.6820791987515792,0.009644839043977171
Sample_177,0.5559348594766599,0.676200906659016,0.12026604718235612
Sample_178,0.6752566802860104,0.7544526968981066,0.07919601661209619
Sample_179,0.6097195346247833,0.5630026568656393,-0.046716877759144015
Sample_180,0.5711952710344093,0.5669103213826077,-0.004284949651801595
Sample_181,0.6961942176409989,0.703030043847321,0.006835826206322171
Sample_182,0.39858800343479117,0.6709335997311389,0.2723455962963477
Sample_183,0.4929239196442433,0.7745595247183472,0.2816356050741039
Sample_184,0.7347351080707437,0.863243626940322,0.12850851886957826
Sample_185,0.34489345962714635,0.4882282883583785,0.14333482873123216
Sample_186,0.5483635211818518,0.6899416661021895,0.1415781449203377
Sample_187,0.4332502728040155,0.6430590024650847,0.20980872966106923
Sample_188,0.39080129298829497,0.5998233797112102,0.20902208672291528
Sample_189,0.42726186427197554,0.6024079612685123,0.17514609699653672
Sample_190,0.49235823207554286,0.7227172480449418,0.2303590159693989
Sample_191,0.5127827411868482,0.7228577010198722,0.21007495983302404
Sample_192,0.41122749974199313,0.7911597645330568,0.3799322647910637
Sample_193,0.46846369923008263,0.6870345906400215,0.21857089140993885
Sample_194,0.5998098482357087,0.7873458458251871,0.18753599758947836
Sample_195,0.43018896446981203,0.7438614550899412,0.31367249062012914
Sample_196,0.3728533967196364,0.5466736639673175,0.17382026724768113
Sample_197,0.34304198496874605,0.5329899791363258,0.1899479941675798
Sample_198,0.40860528502318566,0.5904004226258732,0.18179513760268756
Sample_199,0.4700933310773822,0.7684936755977585,0.2984003445203763
Sample_200,0.4048669275352814,0.7183621935898693,0.3134952660545879
Sample_201,0.48083181411525805,0.8465161865352006,0.3656843724199425
Sample_202,0.46915441232717897,0.6567813873600046,0.1876269750328256
Sample_203,0.33176643109255594,0.6301590374260957,0.29839260633353976
Sample_204,0.5313054486402702,0.5576962466603272,0.02639079802005706
Sample_205,0.4283689289901193,0.6227413811273328,0.1943724521372135
Sample_206,0.5548686797874139,0.6149977085817752,0.06012902879436122
