Sample,Noisy_PESQ,Enhanced_PESQ,PESQ_Improvement
Sample_078,1.094908595085144,1.0943200588226318,-0.000588536262512207
Sample_079,1.0802110433578491,1.1844565868377686,0.10424554347991943
Sample_080,1.081488847732544,1.0728106498718262,-0.008678197860717773
Sample_081,1.039557695388794,1.312118411064148,0.272560715675354
Sample_082,1.027256965637207,1.1731667518615723,0.14590978622436523
Sample_083,1.0275617837905884,1.4237713813781738,0.39620959758758545
Sample_084,1.0270707607269287,1.0264579057693481,-0.0006128549575805664
Sample_085,1.0572295188903809,1.1851630210876465,0.12793350219726562
Sample_086,1.2245513200759888,1.104825496673584,-0.11972582340240479
Sample_087,1.0734057426452637,1.142370581626892,0.06896483898162842
Sample_088,1.954824447631836,1.4272254705429077,-0.5275989770889282
Sample_089,1.180047869682312,1.2333598136901855,0.053311944007873535
Sample_090,1.0438300371170044,1.0676778554916382,0.02384781837463379
Sample_091,1.0392868518829346,1.0947000980377197,0.055413246154785156
Sample_092,1.04332435131073,1.0885940790176392,0.04526972770690918
Sample_093,1.0529251098632812,1.0302879810333252,-0.022637128829956055
Sample_094,1.269539713859558,1.269973635673523,0.00043392181396484375
Sample_095,1.1432760953903198,1.1135426759719849,-0.02973341941833496
Sample_096,1.0400941371917725,1.2045069932937622,0.16441285610198975
Sample_097,1.0356800556182861,1.1299296617507935,0.09424960613250732
Sample_098,1.0438272953033447,1.247313141822815,0.20348584651947021
Sample_099,1.2207016944885254,1.174805998802185,-0.04589569568634033
Sample_100,1.0824131965637207,1.0942401885986328,0.01182699203491211
Sample_101,1.1071815490722656,1.1818395853042603,0.07465803623199463
Sample_102,1.120176911354065,1.2114888429641724,0.09131193161010742
Sample_103,1.0568073987960815,1.029515266418457,-0.02729213237762451
Sample_104,1.054593801498413,1.0235191583633423,-0.0310746431350708
Sample_105,1.4208731651306152,1.235848307609558,-0.18502485752105713
Sample_106,1.0628228187561035,1.11454439163208,0.05172157287597656
Sample_107,1.1837213039398193,1.198230504989624,0.014509201049804688
Sample_108,1.1103044748306274,1.0753753185272217,-0.03492915630340576
Sample_109,1.0923417806625366,1.109612226486206,0.017270445823669434
Sample_110,1.1865894794464111,1.1713066101074219,-0.015282869338989258
Sample_111,1.0489507913589478,1.0995184183120728,0.050567626953125
Sample_112,1.1343356370925903,1.113098382949829,-0.02123725414276123
Sample_113,1.164947271347046,1.3703309297561646,0.20538365840911865
Sample_114,1.24238920211792,1.1181654930114746,-0.12422370910644531
Sample_115,1.133315920829773,1.095467448234558,-0.037848472595214844
Sample_116,1.1938501596450806,1.0348418951034546,-0.15900826454162598
Sample_117,1.1221592426300049,1.1723952293395996,0.05023598670959473
Sample_118,1.6634538173675537,1.147364854812622,-0.5160889625549316
Sample_119,1.1183348894119263,1.1343932151794434,0.01605832576751709
Sample_120,1.153900146484375,1.1203193664550781,-0.033580780029296875
Sample_121,1.1140179634094238,1.0976392030715942,-0.01637876033782959
Sample_122,1.1259291172027588,1.1284770965576172,0.0025479793548583984
Sample_123,1.1288928985595703,1.1691654920578003,0.04027259349822998
Sample_124,1.1161285638809204,1.206624150276184,0.09049558639526367
Sample_125,1.102726936340332,1.249541997909546,0.14681506156921387
Sample_126,1.0614112615585327,1.2083451747894287,0.146933913230896
Sample_127,1.1622812747955322,1.2231086492538452,0.06082737445831299
Sample_128,1.034515619277954,1.1939303874969482,0.15941476821899414
Sample_129,1.0312365293502808,1.018645167350769,-0.012591361999511719
Sample_130,1.2516790628433228,1.0790640115737915,-0.17261505126953125
Sample_131,2.05686354637146,1.0823628902435303,-0.9745006561279297
Sample_132,1.0216658115386963,1.1793336868286133,0.157667875289917
Sample_133,1.1320186853408813,1.1213409900665283,-0.010677695274353027
Sample_134,1.6339881420135498,1.0766202211380005,-0.5573679208755493
Sample_135,1.1456278562545776,1.1851178407669067,0.0394899845123291
Sample_136,1.161020040512085,1.1134153604507446,-0.04760468006134033
Sample_137,1.0578583478927612,1.0746623277664185,0.016803979873657227
Sample_138,1.0530372858047485,1.1255477666854858,0.0725104808807373
Sample_139,1.1550601720809937,1.1058335304260254,-0.04922664165496826
Sample_140,1.125106930732727,1.192610502243042,0.06750357151031494
Sample_141,1.054084062576294,1.2380797863006592,0.18399572372436523
Sample_142,4.643888473510742,3.5626306533813477,-1.0812578201293945
Sample_143,1.4468437433242798,1.1546642780303955,-0.2921794652938843
Sample_144,1.1257727146148682,1.0240542888641357,-0.10171842575073242
Sample_145,1.0986571311950684,1.1387851238250732,0.04012799263000488
Sample_146,1.0395666360855103,1.2206991910934448,0.18113255500793457
Sample_147,1.074699878692627,1.1688436269760132,0.09414374828338623
Sample_148,1.0506010055541992,1.0351399183273315,-0.015461087226867676
Sample_149,1.0596566200256348,1.308376431465149,0.24871981143951416
Sample_150,1.047964334487915,1.044489860534668,-0.0034744739532470703
Sample_151,1.0366381406784058,1.0303127765655518,-0.006325364112854004
Sample_152,1.0327918529510498,1.1764705181121826,0.1436786651611328
Sample_153,1.0904494524002075,1.0851223468780518,-0.005327105522155762
Sample_154,1.211081624031067,1.210708498954773,-0.0003731250762939453
Sample_155,1.0973622798919678,1.0860320329666138,-0.011330246925354004
Sample_156,1.0302702188491821,1.1150805950164795,0.08481037616729736
Sample_157,1.087662696838379,1.1603617668151855,0.07269906997680664
Sample_158,1.0785971879959106,1.0869771242141724,0.008379936218261719
Sample_159,1.2997188568115234,1.2085814476013184,-0.09113740921020508
Sample_160,1.113820195198059,1.142289400100708,0.028469204902648926
Sample_161,1.0715620517730713,1.1514414548873901,0.07987940311431885
Sample_162,1.0799356698989868,1.240980625152588,0.16104495525360107
Sample_163,1.0749320983886719,1.0912169218063354,0.016284823417663574
Sample_164,1.2280266284942627,1.130595326423645,-0.09743130207061768
Sample_165,1.1357336044311523,1.078949213027954,-0.05678439140319824
Sample_166,1.1868653297424316,1.1417770385742188,-0.04508829116821289
Sample_167,1.0579084157943726,1.1780571937561035,0.12014877796173096
Sample_168,1.0400876998901367,1.0308231115341187,-0.009264588356018066
Sample_169,1.0433135032653809,1.1784727573394775,0.13515925407409668
Sample_170,1.1994094848632812,1.3156778812408447,0.11626839637756348
Sample_171,1.0720690488815308,1.1630138158798218,0.09094476699829102
Sample_172,1.196908950805664,1.1785868406295776,-0.018322110176086426
Sample_173,1.0745140314102173,1.1008234024047852,0.02630937099456787
Sample_174,1.080548882484436,1.1351478099822998,0.05459892749786377
Sample_175,1.1005463600158691,1.0313241481781006,-0.06922221183776855
Sample_176,1.0460625886917114,1.1234025955200195,0.0773400068283081
Sample_177,1.040297508239746,1.117293119430542,0.0769956111907959
Sample_178,1.0430952310562134,1.1038376092910767,0.06074237823486328
Sample_179,1.0435196161270142,1.0274244546890259,-0.01609516143798828
Sample_180,1.0535756349563599,1.0207544565200806,-0.0328211784362793
Sample_181,2.4943082332611084,1.0326669216156006,-1.4616413116455078
Sample_182,1.0627102851867676,1.1087876558303833,0.04607737064361572
Sample_183,3.0643270015716553,1.058245301246643,-2.006081700325012
Sample_184,1.104941964149475,1.2471421957015991,0.14220023155212402
Sample_185,1.1730053424835205,1.2102408409118652,0.03723549842834473
Sample_186,1.0730047225952148,1.1654819250106812,0.09247720241546631
Sample_187,1.0806970596313477,1.221481442451477,0.1407843828201294
Sample_188,1.0801105499267578,1.1273350715637207,0.04722452163696289
Sample_189,1.195529580116272,1.2836275100708008,0.08809792995452881
Sample_190,1.1130975484848022,1.194153070449829,0.08105552196502686
Sample_191,1.310911774635315,1.19136643409729,-0.1195453405380249
Sample_192,1.1229743957519531,1.2116385698318481,0.08866417407989502
Sample_193,1.1046382188796997,1.195698857307434,0.09106063842773438
Sample_194,1.0869618654251099,1.2456380128860474,0.1586761474609375
Sample_195,1.1142932176589966,1.1419823169708252,0.027689099311828613
Sample_196,1.081472396850586,1.1596083641052246,0.07813596725463867
Sample_197,1.0834250450134277,1.083774209022522,0.0003491640090942383
Sample_198,1.0917909145355225,1.108689308166504,0.016898393630981445
Sample_199,1.0418211221694946,1.0791914463043213,0.03737032413482666
Sample_200,1.0512666702270508,1.051522135734558,0.0002554655075073242
Sample_201,1.0581464767456055,1.1649080514907837,0.10676157474517822
Sample_202,1.1028568744659424,1.13569176197052,0.03283488750457764
Sample_203,1.112164855003357,1.0990084409713745,-0.013156414031982422
Sample_204,1.1025627851486206,1.1133240461349487,0.010761260986328125
Sample_205,1.0423592329025269,1.0629239082336426,0.020564675331115723
Sample_206,1.1568495035171509,1.0610677003860474,-0.09578180313110352
